id,Keyword,Country,Location,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date,Branded,Local,Navigational,Informational,Commercial,Transactional
601,鎮痛貼,HK,Hong Kong,Thumbnail,450,0,,0,0,0,0,34,30,4.0,,https://urbanlifehk.com/article/68283/%E6%AD%A2%E7%97%9B%E8%B2%BC%E5%89%AF%E4%BD%9C%E7%94%A8-%E6%AD%A2%E7%97%9B%E8%B2%BC%E6%8E%A8%E4%BB%8B-%E6%B0%B4%E6%A5%8A%E9%85%B8-%E8%85%B8%E8%83%83%E4%B8%8D%E9%81%A9-%E8%85%8E%E8%87%9F,,https://urbanlifehk.com/article/68283/%E6%AD%A2%E7%97%9B%E8%B2%BC%E5%89%AF%E4%BD%9C%E7%94%A8-%E6%AD%A2%E7%97%9B%E8%B2%BC%E6%8E%A8%E4%BB%8B-%E6%B0%B4%E6%A5%8A%E9%85%B8-%E8%85%B8%E8%83%83%E4%B8%8D%E9%81%A9-%E8%85%8E%E8%87%9F,2025-01-21 05:29:19,2025-04-26 11:59:45,False,False,False,False,True,True
602,嬰兒肚痾,HK,Hong Kong,Thumbnail,100,0,0.21,1,0,-1,0,15,24,-9.0,,https://urbanlifehk.com/article/85211/%E8%85%B8%E8%83%83%E7%82%8E-%E8%85%B9%E7%80%89-bb-%E9%A3%B2%E9%A3%9F-%E6%B8%85%E6%B7%A1-%E5%9D%87%E8%A1%A1,,https://urbanlifehk.com/article/85211/%E8%85%B8%E8%83%83%E7%82%8E-%E8%85%B9%E7%80%89-bb-%E9%A3%B2%E9%A3%9F-%E6%B8%85%E6%B7%A1-%E5%9D%87%E8%A1%A1,2025-02-05 07:37:57,2025-04-16 15:29:18,False,False,False,True,False,False
603,著襪瞓覺,HK,Hong Kong,"Thumbnail, People also ask",100,0,,0,0,0,0,29,23,6.0,,https://urbanlifehk.com/article/42635/%E5%A4%B1%E7%9C%A0%E5%8E%9F%E5%9B%A0-%E7%A0%94%E7%A9%B6-%E7%A9%BF%E8%A5%AA%E7%9D%A1%E8%A6%BA%E6%9B%B4%E5%BF%AB%E5%85%A5%E7%9D%A1-%E5%A4%9A%E7%9D%A1%E5%8D%8A%E5%B0%8F%E6%99%82%E3%80%80%E8%AA%BF%E7%AF%80%E8%BA%AB%E9%AB%94%E6%A0%B8%E5%BF%83%E6%BA%AB%E5%BA%A6%E6%9C%89%E5%8A%A9%E7%9D%A1%E7%9C%A0,,https://urbanlifehk.com/article/42635/%E5%A4%B1%E7%9C%A0%E5%8E%9F%E5%9B%A0-%E7%A0%94%E7%A9%B6-%E7%A9%BF%E8%A5%AA%E7%9D%A1%E8%A6%BA%E6%9B%B4%E5%BF%AB%E5%85%A5%E7%9D%A1-%E5%A4%9A%E7%9D%A1%E5%8D%8A%E5%B0%8F%E6%99%82%E3%80%80%E8%AA%BF%E7%AF%80%E8%BA%AB%E9%AB%94%E6%A0%B8%E5%BF%83%E6%BA%AB%E5%BA%A6%E6%9C%89%E5%8A%A9%E7%9D%A1%E7%9C%A0,2025-01-22 11:40:24,2025-04-25 13:50:23,False,False,False,True,False,False
604,氣促原因,HK,Hong Kong,"Featured snippet, People also ask, Thumbnail",100,0,,1,0,-1,0,15,23,-8.0,,https://urbanlifehk.com/article/46529/%E6%B0%A3%E5%96%98%E5%8E%9F%E5%9B%A0-%E6%B0%A3%E5%96%98%E4%BB%A3%E8%A1%A8%E6%82%A3%E4%B8%8A%E6%96%B0%E5%9E%8B%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E8%82%BA%E7%82%8E-%E4%B8%80%E6%96%87%E7%9C%8B%E6%B8%859%E5%80%8B%E6%B0%A3%E5%96%98%E5%8E%9F%E5%9B%A0,,https://urbanlifehk.com/article/46529/%E6%B0%A3%E5%96%98%E5%8E%9F%E5%9B%A0-%E6%B0%A3%E5%96%98%E4%BB%A3%E8%A1%A8%E6%82%A3%E4%B8%8A%E6%96%B0%E5%9E%8B%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E8%82%BA%E7%82%8E-%E4%B8%80%E6%96%87%E7%9C%8B%E6%B8%859%E5%80%8B%E6%B0%A3%E5%96%98%E5%8E%9F%E5%9B%A0,2025-01-19 01:58:31,2025-04-25 05:42:39,False,False,False,True,False,False
605,黏連,HK,Hong Kong,Thumbnail,100,0,,0,0,0,0,19,23,-4.0,,https://urbanlifehk.com/article/22829/%E8%85%B9%E9%83%A8%E5%8A%87%E7%97%9B-%E8%85%B8%E8%87%9F%E6%89%8B%E8%A1%93%E5%BE%8C%E6%88%96%E5%87%BA%E7%8F%BE%E9%BB%8F%E9%80%A3-%E5%A4%96%E7%A7%91%E9%86%AB%E7%94%9F-%E5%9A%B4%E9%87%8D%E8%80%85%E9%9C%80%E7%B7%8A%E6%80%A5%E6%89%8B%E8%A1%93,,https://urbanlifehk.com/article/22829/%E8%85%B9%E9%83%A8%E5%8A%87%E7%97%9B-%E8%85%B8%E8%87%9F%E6%89%8B%E8%A1%93%E5%BE%8C%E6%88%96%E5%87%BA%E7%8F%BE%E9%BB%8F%E9%80%A3-%E5%A4%96%E7%A7%91%E9%86%AB%E7%94%9F-%E5%9A%B4%E9%87%8D%E8%80%85%E9%9C%80%E7%B7%8A%E6%80%A5%E6%89%8B%E8%A1%93,2025-02-05 07:50:59,2025-04-15 21:50:07,False,False,False,True,False,False
606,竹蔗,HK,Hong Kong,"Thumbnail, People also ask, Knowledge panel",600,0,,0,0,0,0,37,27,10.0,,https://urbanlifehk.com/article/77351/%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B5%B7%E5%BA%95%E6%A4%B0%E5%8A%9F%E6%95%88-%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B0%B4%E9%A3%9F%E8%AD%9C-%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B0%B4%E7%85%B2%E5%B9%BE%E8%80%90-%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B0%B4%E7%A6%81%E5%BF%8C-%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B0%B4%E6%9D%90%E6%96%99,,https://urbanlifehk.com/article/77351/%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B5%B7%E5%BA%95%E6%A4%B0%E5%8A%9F%E6%95%88-%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B0%B4%E9%A3%9F%E8%AD%9C-%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B0%B4%E7%85%B2%E5%B9%BE%E8%80%90-%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B0%B4%E7%A6%81%E5%BF%8C-%E7%AB%B9%E8%94%97%E8%8C%85%E6%A0%B9%E6%B0%B4%E6%9D%90%E6%96%99,2025-02-07 09:48:30,2025-05-05 13:01:28,False,False,False,True,False,False
607,皮膚痕癢湯水,HK,Hong Kong,"Thumbnail, People also ask",150,0,,0,0,0,0,20,25,-5.0,,https://urbanlifehk.com/article/26918/%E6%BF%95%E7%96%B9%E6%B9%AF%E6%B0%B4-%E9%A3%B2%E9%A3%9F-%E7%A7%8B%E5%86%AC%E6%B9%AF%E6%B0%B4-%E6%BB%8B%E6%BD%A4%E6%B9%AF%E6%B0%B4-%E6%B9%AF%E6%B0%B4%E9%A3%9F%E8%AD%9C,,https://urbanlifehk.com/article/26918/%E6%BF%95%E7%96%B9%E6%B9%AF%E6%B0%B4-%E9%A3%B2%E9%A3%9F-%E7%A7%8B%E5%86%AC%E6%B9%AF%E6%B0%B4-%E6%BB%8B%E6%BD%A4%E6%B9%AF%E6%B0%B4-%E6%B9%AF%E6%B0%B4%E9%A3%9F%E8%AD%9C,2025-02-07 09:15:58,2025-04-20 00:26:40,False,False,False,True,False,False
608,菜食譜,HK,Hong Kong,Sitelinks,150,4,0.11,0,0,0,0,28,23,5.0,,https://urbanlifehk.com/article/85943/%E5%AE%B6%E5%B8%B8%E5%B0%8F%E8%8F%9C%E9%A3%9F%E8%AD%9C-%E4%BD%8F%E5%AE%B6%E9%A4%B8-%E4%B8%AD%E5%BC%8F%E5%B0%8F%E8%8F%9C,,https://urbanlifehk.com/article/123461/%E5%AE%B6%E5%B8%B8%E8%8F%9C%E9%A3%9F%E8%AD%9C-%E9%BA%BB%E5%A9%86%E8%B1%86%E8%85%90-%E7%95%AA%E8%8C%84%E7%82%92%E8%9B%8B-%E4%B8%89%E6%9D%AF%E9%9B%9E-%E8%8A%9D%E5%A3%AB%E7%84%97%E8%96%AF,2025-01-23 22:05:11,2025-04-30 01:10:05,False,False,False,True,False,False
609,滴雞精比較,HK,Hong Kong,,250,3,0.35,0,0,0,0,80,28,52.0,,https://urbanlifehk.com/article/106509/%E6%B6%88%E5%A7%94%E6%9C%83%E9%9B%9E%E7%B2%BE%E6%8E%A8%E4%BB%8B-%E6%BB%B4%E9%9B%9E%E7%B2%BE%E6%B8%AC%E8%A9%A6%E5%A0%B1%E5%91%8A-%E7%99%BD%E8%98%AD%E6%B0%8F-%E5%BE%A1%E8%97%A5%E5%A0%82-%E4%BD%99%E4%BB%81%E7%94%9F-%E7%8E%8B%E6%9C%9D-%E8%80%81%E5%8D%94%E7%8F%8D,,https://urbanlifehk.com/article/106509/%E6%B6%88%E5%A7%94%E6%9C%83%E9%9B%9E%E7%B2%BE%E6%8E%A8%E4%BB%8B-%E6%BB%B4%E9%9B%9E%E7%B2%BE%E6%B8%AC%E8%A9%A6%E5%A0%B1%E5%91%8A-%E7%99%BD%E8%98%AD%E6%B0%8F-%E5%BE%A1%E8%97%A5%E5%A0%82-%E4%BD%99%E4%BB%81%E7%94%9F-%E7%8E%8B%E6%9C%9D-%E8%80%81%E5%8D%94%E7%8F%8D,2025-01-31 01:16:37,2025-04-11 01:50:23,False,False,False,True,True,False
610,蜜糖的功效,HK,Hong Kong,"Featured snippet, People also ask",100,0,,2,0,-1,0,13,24,-11.0,,https://urbanlifehk.com/article/53608/%E8%9C%9C%E7%B3%96%E9%A3%9F%E7%94%A8%E7%9F%A5%E8%AD%98-%E5%85%B7%E6%8A%97%E7%82%8E%E7%89%B9%E6%80%A7-%E5%8F%88%E6%9C%89%E5%8A%A9%E6%B6%88%E5%8C%96-%E8%9C%9C%E7%B3%96%E5%A5%BD%E8%99%95%EF%BC%8B3%E7%A8%AE%E5%A4%A9%E7%84%B6%E6%AF%92%E7%B4%A0%EF%BC%8B%E8%B3%BC%E8%B2%B7%E8%B2%BC%E5%A3%AB%EF%BC%8B%E4%B8%8D%E9%81%A9%E7%94%A8%E7%BE%A4%E9%AB%94,,https://urbanlifehk.com/article/44720/%E8%9C%9C%E7%B3%96%E5%8A%9F%E6%95%88-%E8%9C%9C%E7%B3%96%E9%83%BD%E6%98%AF%E7%B3%96-%E5%A5%BD%E8%99%95%E8%A2%AB%E8%AA%87%E5%A4%A7-%E7%87%9F%E9%A4%8A%E5%B8%AB%E6%8B%86%E8%A7%A3%E8%9C%9C%E7%B3%96%E7%9A%84%E7%B3%96%E8%A1%A3%E9%99%B7%E9%98%B1,2025-01-31 17:39:18,2025-04-11 10:24:27,False,False,False,True,False,False
611,無牌行醫,HK,Hong Kong,,100,0,,0,0,0,0,37,25,12.0,,https://urbanlifehk.com/article/103989/%E9%86%AB%E5%AD%B8%E7%BE%8E%E5%AE%B9-%E8%82%89%E6%AF%92%E6%A1%BF%E8%8F%8C-%E4%B8%AD%E6%AF%92-%E7%84%A1%E7%89%8C%E8%A1%8C%E9%86%AB,,https://urbanlifehk.com/article/103989/%E9%86%AB%E5%AD%B8%E7%BE%8E%E5%AE%B9-%E8%82%89%E6%AF%92%E6%A1%BF%E8%8F%8C-%E4%B8%AD%E6%AF%92-%E7%84%A1%E7%89%8C%E8%A1%8C%E9%86%AB,2025-02-04 16:02:36,2025-04-17 08:17:03,False,False,False,True,False,False
612,何俊傑牙醫,HK,Hong Kong,Thumbnail,100,0,0.5,0,0,0,0,23,24,-1.0,,https://urbanlifehk.com/author/dr-ho-chun-kit,,https://urbanlifehk.com/author/dr-ho-chun-kit,2025-01-25 04:05:16,2025-05-03 16:18:48,False,False,True,True,False,False
613,蛋卡路里,HK,Hong Kong,"Knowledge card, People also ask, Knowledge panel",200,0,,0,0,0,0,34,26,8.0,,https://urbanlifehk.com/article/71294/%E9%9B%9E%E8%9B%8B%E5%8D%A1%E8%B7%AF%E9%87%8C-%E9%9B%9E%E8%9B%8B%E8%9B%8B%E7%99%BD%E8%B3%AA-%E9%9B%9E%E8%9B%8B%E8%9B%8B%E7%99%BD%E8%B3%AA%E5%90%AB%E9%87%8F-%E8%8C%B6%E8%91%89%E8%9B%8B%E5%8D%A1%E8%B7%AF%E9%87%8C-%E7%9A%AE%E8%9B%8B%E5%8D%A1%E8%B7%AF%E9%87%8C,,https://urbanlifehk.com/article/71294/%E9%9B%9E%E8%9B%8B%E5%8D%A1%E8%B7%AF%E9%87%8C-%E9%9B%9E%E8%9B%8B%E8%9B%8B%E7%99%BD%E8%B3%AA-%E9%9B%9E%E8%9B%8B%E8%9B%8B%E7%99%BD%E8%B3%AA%E5%90%AB%E9%87%8F-%E8%8C%B6%E8%91%89%E8%9B%8B%E5%8D%A1%E8%B7%AF%E9%87%8C-%E7%9A%AE%E8%9B%8B%E5%8D%A1%E8%B7%AF%E9%87%8C,2025-02-05 19:53:24,2025-04-15 03:19:58,False,False,False,True,False,False
614,薯仔發芽可吃嗎,HK,Hong Kong,"Featured snippet, People also ask",100,0,,0,0,0,0,26,23,3.0,,https://urbanlifehk.com/article/52759/%E8%96%AF%E4%BB%94%E7%99%BC%E8%8A%BD-%E7%99%BC%E8%8A%BD%E8%96%AF%E4%BB%94%E5%8F%AF%E4%BB%A5%E5%90%83%E5%97%8E-%E9%A3%9F%E5%AE%89%E4%B8%AD%E5%BF%83-%E8%96%AF%E4%BB%94%E8%8A%BD%E5%A4%A9%E7%84%B6%E6%AF%92%E7%B4%A0%E5%90%AB%E9%87%8F%E9%AB%98%E3%80%80%E6%94%9D%E5%85%A5%E9%81%8E%E9%87%8F%E6%81%90%E5%98%94%E5%90%90%E8%82%9A%E7%80%89,,https://urbanlifehk.com/article/52759/%E8%96%AF%E4%BB%94%E7%99%BC%E8%8A%BD-%E7%99%BC%E8%8A%BD%E8%96%AF%E4%BB%94%E5%8F%AF%E4%BB%A5%E5%90%83%E5%97%8E-%E9%A3%9F%E5%AE%89%E4%B8%AD%E5%BF%83-%E8%96%AF%E4%BB%94%E8%8A%BD%E5%A4%A9%E7%84%B6%E6%AF%92%E7%B4%A0%E5%90%AB%E9%87%8F%E9%AB%98%E3%80%80%E6%94%9D%E5%85%A5%E9%81%8E%E9%87%8F%E6%81%90%E5%98%94%E5%90%90%E8%82%9A%E7%80%89,2025-02-07 01:16:29,2025-04-18 11:35:28,False,False,False,True,False,False
615,m痛舒緩方法,HK,Hong Kong,"Featured snippet, People also ask, Sitelinks, Thumbnail",350,0,,2,0,-2,0,17,29,-12.0,,https://urbanlifehk.com/article/58505/%E7%B6%93%E7%97%9B%E7%B4%93%E7%B7%A9-m%E7%97%9B-%E6%AD%A2%E7%97%9B-%E7%B6%93%E7%97%9B-%E7%B6%93%E6%9C%9F-%E9%BB%91%E6%9C%B1%E5%8F%A4%E5%8A%9B,,https://urbanlifehk.com/article/58505/%E7%B6%93%E7%97%9B%E7%B4%93%E7%B7%A9-m%E7%97%9B-%E6%AD%A2%E7%97%9B-%E7%B6%93%E7%97%9B-%E7%B6%93%E6%9C%9F-%E9%BB%91%E6%9C%B1%E5%8F%A4%E5%8A%9B,2025-01-22 00:35:19,2025-05-01 10:51:19,False,False,False,True,False,False
616,維他命b3食物,HK,Hong Kong,"Featured snippet, Thumbnail, People also ask",250,0,,1,0,0,0,22,27,-5.0,,https://urbanlifehk.com/article/28810/%E7%B6%AD%E4%BB%96%E5%91%BD-%E6%9C%89%E5%8A%A9%E9%99%8D%E5%A3%9E%E8%86%BD%E5%9B%BA%E9%86%87-%E6%94%B9%E5%96%84%E7%9A%AE%E8%86%9A%E3%80%80%E7%B6%AD%E4%BB%96%E5%91%BDb3-9%E5%A4%A7%E5%8A%9F%E6%95%88,,https://urbanlifehk.com/article/29355/%E7%B6%AD%E4%BB%96%E5%91%BDb3-%E6%9C%89%E5%8A%A9%E4%BB%A3%E8%AC%9D-%E6%8A%97%E6%B0%A7%E5%8C%96%E3%80%8016%E7%A8%AE%E5%AF%8C%E5%90%AB%E7%85%99%E9%85%B8%E7%9A%84%E9%A3%9F%E7%89%A9,2025-01-24 17:54:20,2025-05-02 22:14:52,False,False,False,True,False,False
617,萬寧 藥劑師,HK,Hong Kong,,150,0,0.01,0,0,0,0,30,25,5.0,,https://urbanlifehk.com/article/94009/%E8%90%AC%E5%AF%A7%E6%8E%A8%E5%87%BA-%E8%97%A5%E5%8A%91%E5%B8%AB%E5%90%8C%E4%BD%A0%E5%82%BE-whatsapp%E5%85%8D%E8%B2%BB%E5%81%A5%E5%BA%B7%E8%AB%AE%E8%A9%A2%E6%9C%8D%E5%8B%99-%E4%B8%80click%E5%8D%B3%E6%9C%89%E8%A8%BB%E5%86%8A%E8%97%A5%E5%8A%91%E5%B8%AB%E8%A7%A3%E7%AD%94%E5%81%A5%E5%BA%B7%E7%96%91%E9%9B%A3,,https://urbanlifehk.com/article/94009/%E8%90%AC%E5%AF%A7%E6%8E%A8%E5%87%BA-%E8%97%A5%E5%8A%91%E5%B8%AB%E5%90%8C%E4%BD%A0%E5%82%BE-whatsapp%E5%85%8D%E8%B2%BB%E5%81%A5%E5%BA%B7%E8%AB%AE%E8%A9%A2%E6%9C%8D%E5%8B%99-%E4%B8%80click%E5%8D%B3%E6%9C%89%E8%A8%BB%E5%86%8A%E8%97%A5%E5%8A%91%E5%B8%AB%E8%A7%A3%E7%AD%94%E5%81%A5%E5%BA%B7%E7%96%91%E9%9B%A3,2025-01-29 21:46:18,2025-05-06 23:56:13,True,False,False,True,True,False
618,高鐵質食物,HK,Hong Kong,"Featured snippet, Thumbnail, People also ask",200,0,,1,0,-1,0,19,27,-8.0,,https://urbanlifehk.com/article/72543/%E9%90%B5%E8%B3%AA%E9%A3%9F%E7%89%A9%E8%A1%A8-%E9%90%B5%E8%B3%AA%E9%A3%9F%E7%89%A9%E6%8E%92%E8%A1%8C%E6%A6%9C-%E9%AB%98%E9%90%B5%E8%B3%AA%E9%A3%9F%E7%89%A9-%E9%90%B5%E8%B3%AA%E9%A3%9F%E7%89%A9%E5%AD%95%E5%A9%A6-%E9%90%B5%E8%B3%AA%E9%A3%9F%E7%89%A9%E5%AC%B0%E5%85%92,,https://urbanlifehk.com/article/72691/%E8%B2%A7%E8%A1%80%E9%A3%B2%E9%A3%9F-%E8%B2%A7%E8%A1%80%E6%88%92%E5%8F%A3-%E8%B2%A7%E8%A1%80%E5%90%83%E4%BB%80%E9%BA%BC-%E8%B2%A7%E8%A1%80%E5%96%9D%E4%BB%80%E9%BA%BC-%E8%B2%A7%E8%A1%80%E6%80%8E%E9%BA%BC%E8%BE%A6,2025-02-04 13:28:40,2025-04-16 06:03:52,False,False,False,True,False,False
619,生果種類,HK,Hong Kong,Sitelinks,150,1,0.46,0,0,0,0,23,25,-2.0,,https://urbanlifehk.com/article/32527/%E5%8F%B0%E7%81%A3%E6%B0%B4%E6%9E%9C2021-%E5%8F%B0%E7%81%A3%E6%B0%B4%E6%9E%9C%E7%95%B6%E9%80%A0%E6%99%82%E9%96%93%E8%A1%A8-%E5%8F%B0%E7%81%A3%E9%B3%B3%E6%A2%A8-%E5%8F%B0%E7%81%A3%E8%8F%A0%E8%98%BF-%E5%8F%B0%E7%81%A3%E9%87%8B%E8%BF%A6,,https://urbanlifehk.com/article/32527/%E5%8F%B0%E7%81%A3%E6%B0%B4%E6%9E%9C2021-%E5%8F%B0%E7%81%A3%E6%B0%B4%E6%9E%9C%E7%95%B6%E9%80%A0%E6%99%82%E9%96%93%E8%A1%A8-%E5%8F%B0%E7%81%A3%E9%B3%B3%E6%A2%A8-%E5%8F%B0%E7%81%A3%E8%8F%A0%E8%98%BF-%E5%8F%B0%E7%81%A3%E9%87%8B%E8%BF%A6,2025-01-30 21:01:52,2025-04-11 01:00:53,False,False,False,True,False,False
620,蕃薯食譜,HK,Hong Kong,"Featured snippet, Sitelinks, Thumbnail",350,0,,2,0,-2,0,17,29,-12.0,,https://urbanlifehk.com/article/51488/%E7%95%AA%E8%96%AF%E9%A3%9F%E8%AD%9C-%E7%B4%AB%E8%96%AF-%E9%BB%83%E9%87%91-%E6%A9%99%E8%82%89-%E7%B4%AB%E5%BF%83%E7%95%AA%E8%96%AF%E7%87%9F%E9%A4%8A%E5%A4%A7%E6%AF%94%E4%BD%B5%E3%80%80%E7%87%9F%E9%A4%8A%E5%B8%AB%E6%8E%A8%E4%BB%8B3%E6%AC%BE%E5%81%A5%E5%BA%B7%E9%A3%9F%E8%AD%9C,,https://urbanlifehk.com/article/51488/%E7%95%AA%E8%96%AF%E9%A3%9F%E8%AD%9C-%E7%B4%AB%E8%96%AF-%E9%BB%83%E9%87%91-%E6%A9%99%E8%82%89-%E7%B4%AB%E5%BF%83%E7%95%AA%E8%96%AF%E7%87%9F%E9%A4%8A%E5%A4%A7%E6%AF%94%E4%BD%B5%E3%80%80%E7%87%9F%E9%A4%8A%E5%B8%AB%E6%8E%A8%E4%BB%8B3%E6%AC%BE%E5%81%A5%E5%BA%B7%E9%A3%9F%E8%AD%9C,2025-02-06 04:07:46,2025-04-22 03:48:21,False,False,False,True,False,False
621,zero coke,HK,Hong Kong,"Thumbnail, People also ask, Sitelinks",150,0,0.05,1,0,0,0,18,25,-7.0,,https://urbanlifehk.com/article/46915/cokezero-%E5%8F%AF%E6%A8%82%E7%86%B1%E9%87%8F-%E8%82%A5%E8%83%96-%E4%BB%A3%E8%AC%9D%E7%97%85-%E5%90%88%E6%88%90%E7%94%9C%E5%91%B3%E5%8A%91,,https://urbanlifehk.com/article/46915/cokezero-%E5%8F%AF%E6%A8%82%E7%86%B1%E9%87%8F-%E8%82%A5%E8%83%96-%E4%BB%A3%E8%AC%9D%E7%97%85-%E5%90%88%E6%88%90%E7%94%9C%E5%91%B3%E5%8A%91,2025-02-02 15:16:09,2025-04-13 17:40:56,True,False,False,True,False,False
622,化太歲,HK,Hong Kong,"Sitelinks, People also ask",150,0,,0,0,0,0,21,25,-4.0,,https://urbanlifehk.com/article/126807/%E6%94%9D%E5%A4%AA%E6%AD%B2%E6%94%BB%E7%95%A5,,https://urbanlifehk.com/article/126807/%E6%94%9D%E5%A4%AA%E6%AD%B2%E6%94%BB%E7%95%A5,2025-02-07 00:41:31,2025-04-22 02:57:02,False,False,False,True,False,False
623,非經期出血原因,HK,Hong Kong,"Featured snippet, Thumbnail",100,0,,0,0,0,0,24,24,,,https://urbanlifehk.com/article/91503/%E9%99%B0%E9%81%93%E5%87%BA%E8%A1%80%E5%8E%9F%E5%9B%A0-%E4%B8%AD%E9%86%AB%E6%B2%BB%E7%99%82,,https://urbanlifehk.com/article/91503/%E9%99%B0%E9%81%93%E5%87%BA%E8%A1%80%E5%8E%9F%E5%9B%A0-%E4%B8%AD%E9%86%AB%E6%B2%BB%E7%99%82,2025-02-06 05:40:49,2025-04-20 04:45:16,False,False,False,True,False,False
624,捐肝,HK,Hong Kong,"People also ask, Thumbnail",200,1,,0,0,0,0,22,26,-4.0,,https://urbanlifehk.com/article/96155/%E8%82%9D%E8%87%9F%E7%A7%BB%E6%A4%8D-%E6%B4%BB%E8%82%9D%E6%8D%90%E8%B4%88-%E5%99%A8%E5%AE%98%E7%A7%BB%E6%A4%8D%E6%89%8B%E8%A1%93-%E6%8D%90%E8%82%9D%E8%80%85%E9%A0%88%E7%9F%A5,,https://urbanlifehk.com/article/96155/%E8%82%9D%E8%87%9F%E7%A7%BB%E6%A4%8D-%E6%B4%BB%E8%82%9D%E6%8D%90%E8%B4%88-%E5%99%A8%E5%AE%98%E7%A7%BB%E6%A4%8D%E6%89%8B%E8%A1%93-%E6%8D%90%E8%82%9D%E8%80%85%E9%A0%88%E7%9F%A5,2025-02-07 06:52:09,2025-04-19 17:49:16,False,False,False,True,False,False
625,咖啡因中毒,HK,Hong Kong,"Featured snippet, People also ask, Thumbnail, Sitelinks, Knowledge panel",250,0,,1,0,-1,0,17,27,-10.0,,https://urbanlifehk.com/article/109930/%E5%92%96%E5%95%A1%E5%9B%A0%E4%B8%AD%E6%AF%92-%E5%96%9D%E5%92%96%E5%95%A1%E7%A6%81%E5%BF%8C,,https://urbanlifehk.com/article/109930/%E5%92%96%E5%95%A1%E5%9B%A0%E4%B8%AD%E6%AF%92-%E5%96%9D%E5%92%96%E5%95%A1%E7%A6%81%E5%BF%8C,2025-01-30 12:22:11,2025-04-09 14:42:56,False,False,False,True,False,False
626,新年花,HK,Hong Kong,"Thumbnail, People also ask",800,0,0.29,3,0,-3,0,14,29,-15.0,,https://urbanlifehk.com/article/126821/%E5%B9%B4%E8%8A%B1,,https://urbanlifehk.com/article/126821/%E5%B9%B4%E8%8A%B1,2025-02-06 16:03:11,2025-05-06 02:15:45,False,False,False,True,True,False
627,水果沙律食譜,HK,Hong Kong,,100,0,,0,0,0,0,31,24,7.0,,https://urbanlifehk.com/article/31570/%E6%B2%99%E5%BE%8B-%E6%B8%9B%E8%82%A5-%E9%A3%9F%E8%AD%9C%E6%8E%A8%E4%BB%8B-%E8%87%AA%E8%A3%BD%E6%B2%99%E5%BE%8B%E9%86%AC,,https://urbanlifehk.com/article/31570/%E6%B2%99%E5%BE%8B-%E6%B8%9B%E8%82%A5-%E9%A3%9F%E8%AD%9C%E6%8E%A8%E4%BB%8B-%E8%87%AA%E8%A3%BD%E6%B2%99%E5%BE%8B%E9%86%AC,2025-01-26 23:01:11,2025-05-05 21:12:15,False,False,False,True,False,False
628,肺癌前兆,HK,Hong Kong,"Featured snippet, People also ask, Thumbnail",100,5,,0,0,0,0,27,26,1.0,,https://urbanlifehk.com/article/112972/%E8%82%BA%E7%99%8C%E5%89%8D%E5%85%86-%E7%97%87%E7%8B%80-%E5%92%B3%E5%97%BD-%E8%83%B8%E7%97%9B-%E5%91%BC%E5%90%B8%E5%9B%B0%E9%9B%A3-%E6%AA%A2%E6%9F%A5%E6%96%B9%E5%BC%8F-%E6%B2%BB%E7%99%82%E6%96%B9%E6%B3%95-%E5%88%9D%E6%9C%9F%E5%AD%98%E6%B4%BB%E7%8E%87,,https://urbanlifehk.com/article/112972/%E8%82%BA%E7%99%8C%E5%89%8D%E5%85%86-%E7%97%87%E7%8B%80-%E5%92%B3%E5%97%BD-%E8%83%B8%E7%97%9B-%E5%91%BC%E5%90%B8%E5%9B%B0%E9%9B%A3-%E6%AA%A2%E6%9F%A5%E6%96%B9%E5%BC%8F-%E6%B2%BB%E7%99%82%E6%96%B9%E6%B3%95-%E5%88%9D%E6%9C%9F%E5%AD%98%E6%B4%BB%E7%8E%87,2025-01-25 06:29:12,2025-05-04 12:58:57,False,False,False,True,False,False
